task_id,family_id,template_id,novelty_fraction,length,system,success,false_accept,unknown,tokens,browser_calls,latency_ms,reused_steps,hit,verification_passed,repair_triggered,confidence,ece_bin
task_0052,family_08,template_08,0.75,9,P-SPIDER-PARAM,1,0,1,2633,9,5536,0,0,0,0,0.88702,4
task_0052,family_08,template_08,0.75,9,B-COLD,1,0,0,4551,19,11382,0,0,1,0,0.5,2
task_0052,family_08,template_08,0.75,9,B-INSTRUCTION,1,0,0,4266,17,10572,1,0,1,0,0.5,2
task_0052,family_08,template_08,0.75,9,B-RAG-EMBED,1,0,0,4732,19,9734,0,0,1,0,0.5,2
task_0052,family_08,template_08,0.75,9,B-STAGEHAND-CACHE,1,0,0,4556,19,11272,0,0,1,0,0.5,2
task_0052,family_08,template_08,0.75,9,B-TERX-REPLAY,1,0,0,4565,19,11290,0,0,1,0,0.5,2
task_0052,family_08,template_08,0.75,9,NC1-SHUFFLED,0,1,0,4681,11,10562,0,0,0,0,0.5,2
task_0052,family_08,template_08,0.75,9,NC2-RANDOM,1,0,0,4564,19,11288,0,0,1,0,0.45,2
task_0052,family_08,template_08,0.75,9,B-LENGTH-PROPORTIONAL,1,0,0,4564,19,11288,0,0,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,P-SPIDER-PARAM,0,1,0,3189,11,6648,2,0,0,1,0.85146,4
task_0053,family_08,template_08,0.75,9,B-COLD,1,0,0,4535,19,11350,0,0,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,B-INSTRUCTION,1,0,0,4235,17,10510,1,0,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,B-RAG-EMBED,1,0,0,3850,15,7970,2,1,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,B-STAGEHAND-CACHE,1,0,0,4536,19,11232,0,0,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,B-TERX-REPLAY,1,0,0,4562,19,11284,0,0,1,0,0.5,2
task_0053,family_08,template_08,0.75,9,NC1-SHUFFLED,0,0,0,4796,11,10792,0,0,0,0,0.5,2
task_0053,family_08,template_08,0.75,9,NC2-RANDOM,0,1,0,4562,19,11284,0,0,0,0,0.45,2
task_0053,family_08,template_08,0.75,9,B-LENGTH-PROPORTIONAL,1,0,0,4550,19,11260,0,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,P-SPIDER-PARAM,0,1,0,3394,15,7058,0,0,0,1,0.81124,4
task_0054,family_09,template_09,1.0,10,B-COLD,1,0,0,5036,21,12592,0,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,B-INSTRUCTION,1,0,0,4752,19,11784,1,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,B-RAG-EMBED,1,0,0,5268,21,10806,0,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,B-STAGEHAND-CACHE,1,0,0,5050,21,12500,0,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,B-TERX-REPLAY,1,0,0,5038,21,12476,0,0,1,0,0.5,2
task_0054,family_09,template_09,1.0,10,NC1-SHUFFLED,0,1,0,5375,11,11950,0,0,0,0,0.5,2
task_0054,family_09,template_09,1.0,10,NC2-RANDOM,0,1,0,5038,21,12476,0,0,0,0,0.45,2
task_0054,family_09,template_09,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,5057,21,12514,0,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,P-SPIDER-PARAM,1,0,0,3466,13,7202,0,1,1,0,0.8341999999999999,4
task_0055,family_09,template_09,1.0,10,B-COLD,1,0,0,5032,21,12584,0,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,B-INSTRUCTION,1,0,0,4743,19,11766,1,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,B-RAG-EMBED,1,0,0,5244,21,10758,0,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,B-STAGEHAND-CACHE,1,0,0,5038,21,12476,0,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,B-TERX-REPLAY,1,0,0,5040,21,12480,0,0,1,0,0.5,2
task_0055,family_09,template_09,1.0,10,NC1-SHUFFLED,0,1,0,4820,11,10840,0,0,0,0,0.5,2
task_0055,family_09,template_09,1.0,10,NC2-RANDOM,0,1,0,5040,21,12480,0,0,0,0,0.45,2
task_0055,family_09,template_09,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,5038,21,12476,0,0,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,P-SPIDER-PARAM,1,0,0,216,1,702,10,1,1,0,0.99,4
task_0056,family_09,template_09,0.0,10,B-COLD,1,0,0,5031,21,12582,0,0,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,B-INSTRUCTION,1,0,0,4761,19,11802,1,0,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,B-RAG-EMBED,1,0,0,612,3,1494,10,1,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,B-STAGEHAND-CACHE,1,0,0,404,1,928,10,1,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,B-TERX-REPLAY,1,0,0,403,1,926,10,1,1,0,0.5,2
task_0056,family_09,template_09,0.0,10,NC1-SHUFFLED,0,0,0,4784,11,10768,0,0,0,0,0.5,2
task_0056,family_09,template_09,0.0,10,NC2-RANDOM,0,1,0,5041,21,12482,0,0,0,0,0.45,2
task_0056,family_09,template_09,0.0,10,B-LENGTH-PROPORTIONAL,1,0,0,5059,21,12518,0,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,P-SPIDER-PARAM,1,0,0,1033,5,2336,8,1,1,0,0.92546,4
task_0057,family_09,template_09,0.25,10,B-COLD,1,0,0,5066,21,12652,0,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,B-INSTRUCTION,1,0,0,4756,19,11792,1,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,B-RAG-EMBED,1,0,0,1350,5,2970,8,1,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,B-STAGEHAND-CACHE,1,0,0,5053,21,12506,0,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,B-TERX-REPLAY,1,0,0,5041,21,12482,0,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,NC1-SHUFFLED,1,0,0,4264,11,9728,0,0,1,0,0.5,2
task_0057,family_09,template_09,0.25,10,NC2-RANDOM,0,1,0,5062,21,12524,0,0,0,0,0.45,2
task_0057,family_09,template_09,0.25,10,B-LENGTH-PROPORTIONAL,1,0,0,5046,21,12492,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,P-SPIDER-PARAM,1,0,1,2705,9,5680,0,0,0,0,0.9272,4
task_0058,family_09,template_09,0.75,10,B-COLD,1,0,0,5039,21,12598,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,B-INSTRUCTION,1,0,0,4766,19,11812,1,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,B-RAG-EMBED,1,0,0,5261,21,10792,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,B-STAGEHAND-CACHE,1,0,0,5052,21,12504,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,B-TERX-REPLAY,1,0,0,5054,21,12508,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,NC1-SHUFFLED,1,0,0,5488,11,12176,0,0,1,0,0.5,2
task_0058,family_09,template_09,0.75,10,NC2-RANDOM,1,0,0,5054,21,12508,0,0,1,0,0.45,2
task_0058,family_09,template_09,0.75,10,B-LENGTH-PROPORTIONAL,1,0,0,5053,21,12506,0,0,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,P-SPIDER-PARAM,1,0,0,1866,7,4002,5,1,1,0,0.9506199999999999,4
task_0059,family_09,template_09,0.5,10,B-COLD,1,0,0,5035,21,12590,0,0,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,B-INSTRUCTION,1,0,0,4769,19,11818,1,0,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,B-RAG-EMBED,1,0,0,2850,11,5970,5,1,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,B-STAGEHAND-CACHE,1,0,0,5041,21,12482,0,0,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,B-TERX-REPLAY,1,0,0,5048,21,12496,0,0,1,0,0.5,2
task_0059,family_09,template_09,0.5,10,NC1-SHUFFLED,0,1,0,5256,11,11712,0,0,0,0,0.5,2
task_0059,family_09,template_09,0.5,10,NC2-RANDOM,0,1,0,5045,21,12490,0,0,0,0,0.45,2
task_0059,family_09,template_09,0.5,10,B-LENGTH-PROPORTIONAL,1,0,0,5047,21,12494,0,0,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,P-SPIDER-PARAM,1,0,0,1090,5,2450,8,1,1,0,0.9451999999999999,4
task_0060,family_10,template_10,0.25,11,B-COLD,1,0,0,5537,23,13834,0,0,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,B-INSTRUCTION,1,0,0,5250,21,13020,1,0,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,B-RAG-EMBED,1,0,0,1850,7,3970,8,1,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,B-STAGEHAND-CACHE,1,0,0,5532,23,13704,0,0,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,B-TERX-REPLAY,1,0,0,5567,23,13774,0,0,1,0,0.5,2
task_0060,family_10,template_10,0.25,11,NC1-SHUFFLED,0,1,0,4766,11,10732,0,0,0,0,0.5,2
task_0060,family_10,template_10,0.25,11,NC2-RANDOM,1,0,0,5536,23,13712,0,0,1,0,0.45,2
task_0060,family_10,template_10,0.25,11,B-LENGTH-PROPORTIONAL,1,0,0,5562,23,13764,0,0,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,P-SPIDER-PARAM,1,0,1,3508,13,7286,0,0,0,0,0.8459599999999999,4
task_0061,family_10,template_10,1.0,11,B-COLD,1,0,0,5550,23,13860,0,0,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,B-INSTRUCTION,1,0,0,5245,21,13010,1,0,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,B-RAG-EMBED,1,0,0,5850,23,11970,0,1,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,B-STAGEHAND-CACHE,1,0,0,5559,23,13758,0,0,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,B-TERX-REPLAY,1,0,0,5541,23,13722,0,0,1,0,0.5,2
task_0061,family_10,template_10,1.0,11,NC1-SHUFFLED,0,0,0,4777,11,10754,0,0,0,0,0.5,2
task_0061,family_10,template_10,1.0,11,NC2-RANDOM,0,1,0,5536,23,13712,0,0,0,0,0.45,2
task_0061,family_10,template_10,1.0,11,B-LENGTH-PROPORTIONAL,1,0,0,5559,23,13758,0,0,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,P-SPIDER-PARAM,1,0,0,293,1,856,11,1,1,0,0.9017,4
task_0062,family_10,template_10,0.0,11,B-COLD,1,0,0,5562,23,13884,0,0,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,B-INSTRUCTION,1,0,0,5233,21,12986,1,0,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,B-RAG-EMBED,1,0,0,585,3,1440,11,1,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,B-STAGEHAND-CACHE,1,0,0,396,1,912,11,1,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,B-TERX-REPLAY,1,0,0,405,1,930,11,1,1,0,0.5,2
task_0062,family_10,template_10,0.0,11,NC1-SHUFFLED,0,0,0,4802,11,10804,0,0,0,0,0.5,2
task_0062,family_10,template_10,0.0,11,NC2-RANDOM,0,1,0,5553,23,13746,0,0,0,0,0.45,2
task_0062,family_10,template_10,0.0,11,B-LENGTH-PROPORTIONAL,1,0,0,5551,23,13742,0,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,P-SPIDER-PARAM,1,0,1,2608,9,5486,0,0,0,0,0.92272,4
task_0063,family_10,template_10,0.75,11,B-COLD,1,0,0,5550,23,13860,0,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,B-INSTRUCTION,1,0,0,5248,21,13016,1,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,B-RAG-EMBED,1,0,0,5747,23,11764,0,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,B-STAGEHAND-CACHE,1,0,0,5539,23,13718,0,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,B-TERX-REPLAY,1,0,0,5538,23,13716,0,0,1,0,0.5,2
task_0063,family_10,template_10,0.75,11,NC1-SHUFFLED,0,1,0,5412,11,12024,0,0,0,0,0.5,2
task_0063,family_10,template_10,0.75,11,NC2-RANDOM,1,0,0,5548,23,13736,0,0,1,0,0.45,2
task_0063,family_10,template_10,0.75,11,B-LENGTH-PROPORTIONAL,1,0,0,5547,23,13734,0,0,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,P-SPIDER-PARAM,1,0,0,232,1,734,11,1,1,0,0.99,4
task_0064,family_10,template_10,0.0,11,B-COLD,1,0,0,5567,23,13894,0,0,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,B-INSTRUCTION,1,0,0,5245,21,13010,1,0,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,B-RAG-EMBED,1,0,0,590,3,1450,11,1,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,B-STAGEHAND-CACHE,1,0,0,402,1,924,11,1,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,B-TERX-REPLAY,1,0,0,393,1,906,11,1,1,0,0.5,2
task_0064,family_10,template_10,0.0,11,NC1-SHUFFLED,0,1,0,5095,11,11390,0,0,0,0,0.5,2
task_0064,family_10,template_10,0.0,11,NC2-RANDOM,0,1,0,5551,23,13742,0,0,0,0,0.45,2
task_0064,family_10,template_10,0.0,11,B-LENGTH-PROPORTIONAL,1,0,0,5537,23,13714,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,P-SPIDER-PARAM,0,1,0,1873,9,4016,5,0,0,1,0.8940599999999999,4
task_0065,family_10,template_10,0.5,11,B-COLD,1,0,0,5547,23,13854,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,B-INSTRUCTION,1,0,0,5249,21,13018,1,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,B-RAG-EMBED,1,0,0,5739,23,11748,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,B-STAGEHAND-CACHE,1,0,0,5544,23,13728,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,B-TERX-REPLAY,1,0,0,5537,23,13714,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,NC1-SHUFFLED,1,0,0,4621,11,10442,0,0,1,0,0.5,2
task_0065,family_10,template_10,0.5,11,NC2-RANDOM,1,0,0,5539,23,13718,0,0,1,0,0.45,2
task_0065,family_10,template_10,0.5,11,B-LENGTH-PROPORTIONAL,1,0,0,5544,23,13728,0,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,P-SPIDER-PARAM,1,0,0,999,5,2268,9,1,1,0,0.9685799999999999,4
task_0066,family_11,template_11,0.25,12,B-COLD,1,0,0,6057,25,15114,0,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,B-INSTRUCTION,1,0,0,5750,23,14260,1,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,B-RAG-EMBED,1,0,0,6257,25,12784,0,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,B-STAGEHAND-CACHE,1,0,0,6036,25,14952,0,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,B-TERX-REPLAY,1,0,0,6038,25,14956,0,0,1,0,0.5,2
task_0066,family_11,template_11,0.25,12,NC1-SHUFFLED,0,1,0,4851,11,10902,0,0,0,0,0.5,2
task_0066,family_11,template_11,0.25,12,NC2-RANDOM,0,1,0,6070,25,15020,0,0,0,0,0.45,2
task_0066,family_11,template_11,0.25,12,B-LENGTH-PROPORTIONAL,1,0,0,6048,25,14976,0,0,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,P-SPIDER-PARAM,1,0,0,252,1,774,12,1,1,0,0.8903599999999999,4
task_0067,family_11,template_11,0.0,12,B-COLD,1,0,0,6034,25,15068,0,0,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,B-INSTRUCTION,1,0,0,5745,23,14250,1,0,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,B-RAG-EMBED,1,0,0,610,3,1490,12,1,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,B-STAGEHAND-CACHE,1,0,0,395,1,910,12,1,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,B-TERX-REPLAY,1,0,0,400,1,920,12,1,1,0,0.5,2
task_0067,family_11,template_11,0.0,12,NC1-SHUFFLED,0,1,0,4483,11,10166,0,0,0,0,0.5,2
task_0067,family_11,template_11,0.0,12,NC2-RANDOM,0,1,0,6048,25,14976,0,0,0,0,0.45,2
task_0067,family_11,template_11,0.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6050,25,14980,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,P-SPIDER-PARAM,1,0,0,1827,9,3924,6,1,1,0,0.8538799999999999,4
task_0068,family_11,template_11,0.5,12,B-COLD,1,0,0,6064,25,15128,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,B-INSTRUCTION,1,0,0,5760,23,14280,1,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,B-RAG-EMBED,1,0,0,6252,25,12774,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,B-STAGEHAND-CACHE,1,0,0,6061,25,15002,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,B-TERX-REPLAY,1,0,0,6060,25,15000,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,NC1-SHUFFLED,1,0,0,4445,11,10090,0,0,1,0,0.5,2
task_0068,family_11,template_11,0.5,12,NC2-RANDOM,0,1,0,6046,25,14972,0,0,0,0,0.45,2
task_0068,family_11,template_11,0.5,12,B-LENGTH-PROPORTIONAL,1,0,0,6050,25,14980,0,0,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,P-SPIDER-PARAM,1,0,1,3423,13,7116,0,0,0,0,0.83714,4
task_0069,family_11,template_11,1.0,12,B-COLD,1,0,0,6056,25,15112,0,0,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,B-INSTRUCTION,1,0,0,5757,23,14274,1,0,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,B-RAG-EMBED,1,0,0,6350,25,12970,0,1,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,B-STAGEHAND-CACHE,1,0,0,6047,25,14974,0,0,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,B-TERX-REPLAY,1,0,0,6038,25,14956,0,0,1,0,0.5,2
task_0069,family_11,template_11,1.0,12,NC1-SHUFFLED,0,0,0,5334,11,11868,0,0,0,0,0.5,2
task_0069,family_11,template_11,1.0,12,NC2-RANDOM,0,1,0,6031,25,14942,0,0,0,0,0.45,2
task_0069,family_11,template_11,1.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6046,25,14972,0,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,P-SPIDER-PARAM,1,0,0,1075,5,2420,9,1,1,0,0.9832799999999999,4
task_0070,family_11,template_11,0.25,12,B-COLD,1,0,0,6055,25,15110,0,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,B-INSTRUCTION,1,0,0,5731,23,14222,1,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,B-RAG-EMBED,1,0,0,6253,25,12776,0,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,B-STAGEHAND-CACHE,1,0,0,6036,25,14952,0,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,B-TERX-REPLAY,1,0,0,6069,25,15018,0,0,1,0,0.5,2
task_0070,family_11,template_11,0.25,12,NC1-SHUFFLED,0,1,0,4929,11,11058,0,0,0,0,0.5,2
task_0070,family_11,template_11,0.25,12,NC2-RANDOM,0,1,0,6065,25,15010,0,0,0,0,0.45,2
task_0070,family_11,template_11,0.25,12,B-LENGTH-PROPORTIONAL,1,0,0,6051,25,14982,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,P-SPIDER-PARAM,1,0,0,2592,11,5454,3,1,1,0,0.86364,4
task_0071,family_11,template_11,0.75,12,B-COLD,1,0,0,6051,25,15102,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,B-INSTRUCTION,1,0,0,5763,23,14286,1,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,B-RAG-EMBED,1,0,0,6259,25,12788,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,B-STAGEHAND-CACHE,1,0,0,6055,25,14990,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,B-TERX-REPLAY,1,0,0,6061,25,15002,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,NC1-SHUFFLED,1,0,0,4552,11,10304,0,0,1,0,0.5,2
task_0071,family_11,template_11,0.75,12,NC2-RANDOM,0,1,0,6065,25,15010,0,0,0,0,0.45,2
task_0071,family_11,template_11,0.75,12,B-LENGTH-PROPORTIONAL,1,0,0,6042,25,14964,0,0,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,P-SPIDER-PARAM,1,0,0,214,1,698,13,1,1,0,0.9871,4
task_0072,family_12,template_12,0.0,13,B-COLD,1,0,0,6565,27,16370,0,0,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,B-INSTRUCTION,1,0,0,6238,25,15476,1,0,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,B-RAG-EMBED,1,0,0,599,3,1468,13,1,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,B-STAGEHAND-CACHE,1,0,0,411,1,942,13,1,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,B-TERX-REPLAY,1,0,0,397,1,914,13,1,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,NC1-SHUFFLED,1,0,0,4999,11,11198,0,0,1,0,0.5,2
task_0072,family_12,template_12,0.0,13,NC2-RANDOM,0,1,0,6550,27,16220,0,0,0,0,0.45,2
task_0072,family_12,template_12,0.0,13,B-LENGTH-PROPORTIONAL,1,0,0,6547,27,16214,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,P-SPIDER-PARAM,1,0,1,3490,13,7250,0,0,0,0,0.87396,4
task_0073,family_12,template_12,1.0,13,B-COLD,1,0,0,6554,27,16348,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,B-INSTRUCTION,1,0,0,6265,25,15530,1,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,B-RAG-EMBED,1,0,0,6748,27,13766,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,B-STAGEHAND-CACHE,1,0,0,6563,27,16246,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,B-TERX-REPLAY,1,0,0,6564,27,16248,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,NC1-SHUFFLED,1,0,0,4438,11,10076,0,0,1,0,0.5,2
task_0073,family_12,template_12,1.0,13,NC2-RANDOM,1,0,0,6534,27,16188,0,0,1,0,0.45,2
task_0073,family_12,template_12,1.0,13,B-LENGTH-PROPORTIONAL,1,0,0,6538,27,16196,0,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,P-SPIDER-PARAM,1,0,0,1016,5,2302,10,1,1,0,0.9709599999999999,4
task_0074,family_12,template_12,0.25,13,B-COLD,1,0,0,6541,27,16322,0,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,B-INSTRUCTION,1,0,0,6243,25,15486,1,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,B-RAG-EMBED,1,0,0,1850,7,3970,10,1,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,B-STAGEHAND-CACHE,1,0,0,6567,27,16254,0,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,B-TERX-REPLAY,1,0,0,6550,27,16220,0,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,NC1-SHUFFLED,1,0,0,4568,11,10336,0,0,1,0,0.5,2
task_0074,family_12,template_12,0.25,13,NC2-RANDOM,1,0,0,6561,27,16242,0,0,1,0,0.45,2
task_0074,family_12,template_12,0.25,13,B-LENGTH-PROPORTIONAL,1,0,0,6541,27,16202,0,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,P-SPIDER-PARAM,1,0,0,1851,9,3972,7,1,1,0,0.8474399999999999,4
task_0075,family_12,template_12,0.5,13,B-COLD,1,0,0,6547,27,16334,0,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,B-INSTRUCTION,1,0,0,6262,25,15524,1,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,B-RAG-EMBED,1,0,0,3350,13,6970,7,1,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,B-STAGEHAND-CACHE,1,0,0,6552,27,16224,0,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,B-TERX-REPLAY,1,0,0,6557,27,16234,0,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,NC1-SHUFFLED,1,0,0,5030,11,11260,0,0,1,0,0.5,2
task_0075,family_12,template_12,0.5,13,NC2-RANDOM,1,1,0,6567,27,16254,0,0,1,0,0.45,2
task_0075,family_12,template_12,0.5,13,B-LENGTH-PROPORTIONAL,1,0,0,6537,27,16194,0,0,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,P-SPIDER-PARAM,1,0,1,2620,9,5510,0,0,0,0,0.84138,4
task_0076,family_12,template_12,0.75,13,B-COLD,1,0,0,6564,27,16368,0,0,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,B-INSTRUCTION,1,0,0,6269,25,15538,1,0,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,B-RAG-EMBED,1,0,0,5350,21,10970,3,1,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,B-STAGEHAND-CACHE,1,0,0,6557,27,16234,0,0,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,B-TERX-REPLAY,1,0,0,6540,27,16200,0,0,1,0,0.5,2
task_0076,family_12,template_12,0.75,13,NC1-SHUFFLED,0,1,0,4292,11,9784,0,0,0,0,0.5,2
task_0076,family_12,template_12,0.75,13,NC2-RANDOM,0,1,0,6536,27,16192,0,0,0,0,0.45,2
task_0076,family_12,template_12,0.75,13,B-LENGTH-PROPORTIONAL,1,0,0,6547,27,16214,0,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,P-SPIDER-PARAM,1,0,0,2660,13,5590,4,1,1,0,0.8432,4
task_0077,family_13,template_13,0.75,14,B-COLD,1,0,0,7049,29,17578,0,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,B-INSTRUCTION,1,0,0,6766,27,16772,1,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,B-RAG-EMBED,1,0,0,7241,29,14752,0,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,B-STAGEHAND-CACHE,1,0,0,7032,29,17424,0,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,B-TERX-REPLAY,1,0,0,7059,29,17478,0,0,1,0,0.5,2
task_0077,family_13,template_13,0.75,14,NC1-SHUFFLED,0,1,0,5066,11,11332,0,0,0,0,0.5,2
task_0077,family_13,template_13,0.75,14,NC2-RANDOM,0,1,0,7033,29,17426,0,0,0,0,0.45,2
task_0077,family_13,template_13,0.75,14,B-LENGTH-PROPORTIONAL,1,0,0,7063,29,17486,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,P-SPIDER-PARAM,1,0,1,1806,7,3882,0,0,0,0,0.8828599999999999,4
