task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,tokens_f100,per_hit,per_hit_f10,per_hit_f100,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound
task_0094,family_16,template_16,0.5,0.5,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0094,family_16,template_16,0.5,0.5,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0094,family_16,template_16,0.5,0.5,10,B-RAG-EMBED,1,0,0,1,3000,3000,3000,275.0,275.0,275.0,16,5870,150,120,5,1,1,0,0.5,2,0
task_0094,family_16,template_16,0.5,0.5,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0094,family_16,template_16,0.5,0.5,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0094,family_16,template_16,0.5,0.5,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0094,family_16,template_16,0.5,0.5,10,NC2-RANDOM,1,0,0,1,3850,3850,3760,360.0,360.0,360.0,17,7510,150,120,2,1,1,1,0.8,4,0
task_0094,family_16,template_16,0.5,0.5,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,P-SPIDER-PARAM,1,0,1,0,5350,5350,5260,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.0,0,0
task_0095,family_16,template_16,0.75,1.0,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,5250,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0095,family_16,template_16,0.75,1.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0095,family_16,template_16,0.75,1.0,10,NC2-RANDOM,1,0,0,1,5350,5350,5260,510.0,510.0,510.0,23,10510,150,120,2,1,1,1,0.8,4,0
task_0095,family_16,template_16,0.75,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,P-SPIDER-PARAM,1,0,1,0,5350,5350,5260,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.015327927557878106,0,0
task_0096,family_16,template_16,1.0,1.0,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,5250,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0096,family_16,template_16,1.0,1.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0096,family_16,template_16,1.0,1.0,10,NC2-RANDOM,1,0,0,1,5350,5350,5260,510.0,510.0,510.0,23,10510,150,120,2,1,1,1,0.8,4,0
task_0096,family_16,template_16,1.0,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,P-SPIDER-PARAM,1,0,0,1,900,900,810,50.0,50.0,50.0,12,1590,150,120,11,1,1,0,1.0,4,0
task_0097,family_17,template_17,0.0,0.0,11,B-COLD,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,B-INSTRUCTION,1,0,0,1,5570,5570,5552,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,B-RAG-EMBED,1,0,0,1,800,800,800,50.0,50.0,50.0,12,1590,150,120,11,1,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,B-STAGEHAND-CACHE,1,0,0,1,600,600,600,50.0,50.0,50.0,12,1440,0,120,11,1,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,B-TERX-REPLAY,1,0,0,1,600,600,600,50.0,50.0,50.0,12,1440,0,120,11,1,1,0,0.5,2,0
task_0097,family_17,template_17,0.0,0.0,11,NC1-SHUFFLED,0,1,1,0,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,0,0,0.4,2,1
task_0097,family_17,template_17,0.0,0.0,11,NC2-RANDOM,1,0,0,1,2450,2450,2360,200.0,200.0,200.0,13,4750,150,120,4,1,1,1,0.8,4,0
task_0097,family_17,template_17,0.0,0.0,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,P-SPIDER-PARAM,1,0,1,0,5850,5850,5760,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.5295460926423111,2,0
task_0098,family_17,template_17,0.5,0.5,11,B-COLD,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,B-INSTRUCTION,1,0,0,1,5570,5570,5552,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,B-RAG-EMBED,1,0,0,1,3500,3500,3500,295.45454545454544,295.45454545454544,295.45454545454544,18,6870,150,120,5,1,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,B-TERX-REPLAY,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0098,family_17,template_17,0.5,0.5,11,NC1-SHUFFLED,0,1,1,0,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,0,0,0.4,2,1
task_0098,family_17,template_17,0.5,0.5,11,NC2-RANDOM,0,1,0,0,3100,3100,3010,259.09090909090907,259.09090909090907,259.09090909090907,18,6110,150,120,7,1,0,1,0.8,4,1
task_0098,family_17,template_17,0.5,0.5,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,P-SPIDER-PARAM,1,0,1,0,5850,5850,5760,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.010810973590386793,0,0
task_0099,family_17,template_17,0.75,1.0,11,B-COLD,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,B-INSTRUCTION,1,0,0,1,5570,5570,5552,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,B-RAG-EMBED,1,0,0,1,5750,5750,5750,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,B-TERX-REPLAY,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0099,family_17,template_17,0.75,1.0,11,NC1-SHUFFLED,1,0,1,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.4,2,0
task_0099,family_17,template_17,0.75,1.0,11,NC2-RANDOM,1,0,0,1,4850,4850,4760,418.1818181818182,418.1818181818182,418.1818181818182,21,9510,150,120,2,1,1,1,0.8,4,0
task_0099,family_17,template_17,0.75,1.0,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,P-SPIDER-PARAM,1,0,1,0,5850,5850,5760,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.0,0,0
task_0100,family_17,template_17,1.0,1.0,11,B-COLD,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,B-INSTRUCTION,1,0,0,1,5570,5570,5552,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,B-RAG-EMBED,1,0,0,1,5750,5750,5750,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,B-TERX-REPLAY,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0100,family_17,template_17,1.0,1.0,11,NC1-SHUFFLED,1,0,1,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.4,2,0
task_0100,family_17,template_17,1.0,1.0,11,NC2-RANDOM,1,0,0,1,3350,3350,3260,281.8181818181818,281.8181818181818,281.8181818181818,15,6510,150,120,2,1,1,1,0.8,4,0
task_0100,family_17,template_17,1.0,1.0,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,P-SPIDER-PARAM,1,0,1,0,5850,5850,5760,500.0,500.0,500.0,23,11270,150,120,0,0,1,0,0.5100624401698178,2,0
task_0101,family_17,template_17,0.25,0.5,11,B-COLD,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,B-INSTRUCTION,1,0,0,1,5570,5570,5552,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,B-RAG-EMBED,1,0,0,1,3500,3500,3500,295.45454545454544,295.45454545454544,295.45454545454544,18,6870,150,120,5,1,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,B-TERX-REPLAY,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0101,family_17,template_17,0.25,0.5,11,NC1-SHUFFLED,1,0,1,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.4,2,0
task_0101,family_17,template_17,0.25,0.5,11,NC2-RANDOM,1,0,0,1,3600,3600,3510,304.54545454545456,304.54545454545456,304.54545454545456,20,7110,150,120,7,1,1,1,0.8,4,0
task_0101,family_17,template_17,0.25,0.5,11,B-LENGTH-PROPORTIONAL,1,0,0,1,5550,5550,5550,500.0,500.0,500.0,23,11120,0,120,0,0,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,P-SPIDER-PARAM,1,0,0,1,950,950,860,50.0,50.0,50.0,13,1710,150,120,12,1,1,0,0.9846266523763862,4,0
task_0102,family_18,template_18,0.0,0.0,12,B-COLD,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,B-INSTRUCTION,1,0,0,1,6070,6070,6052,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,B-RAG-EMBED,1,0,0,1,850,850,850,50.0,50.0,50.0,13,1710,150,120,12,1,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,B-STAGEHAND-CACHE,1,0,0,1,650,650,650,50.0,50.0,50.0,13,1560,0,120,12,1,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,B-TERX-REPLAY,1,0,0,1,650,650,650,50.0,50.0,50.0,13,1560,0,120,12,1,1,0,0.5,2,0
task_0102,family_18,template_18,0.0,0.0,12,NC1-SHUFFLED,1,0,1,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.4,2,0
task_0102,family_18,template_18,0.0,0.0,12,NC2-RANDOM,1,0,0,1,3600,3600,3510,279.1666666666667,279.1666666666667,279.1666666666667,20,7110,150,120,7,1,1,1,0.8,4,0
task_0102,family_18,template_18,0.0,0.0,12,B-LENGTH-PROPORTIONAL,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,P-SPIDER-PARAM,1,0,1,0,6350,6350,6260,500.0,500.0,500.0,25,12270,150,120,0,0,1,0,0.12488845520100636,0,0
task_0103,family_18,template_18,0.75,0.6667,12,B-COLD,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,B-INSTRUCTION,1,0,0,1,6070,6070,6052,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,B-RAG-EMBED,1,0,0,1,4450,4450,4450,350.0,350.0,350.0,21,8750,150,120,4,1,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,B-TERX-REPLAY,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0103,family_18,template_18,0.75,0.6667,12,NC1-SHUFFLED,1,0,1,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.4,2,0
task_0103,family_18,template_18,0.75,0.6667,12,NC2-RANDOM,1,0,0,1,5850,5850,5760,466.6666666666667,466.6666666666667,466.6666666666667,25,11510,150,120,2,1,1,1,0.8,4,0
task_0103,family_18,template_18,0.75,0.6667,12,B-LENGTH-PROPORTIONAL,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,P-SPIDER-PARAM,1,0,1,0,6350,6350,6260,500.0,500.0,500.0,25,12270,150,120,0,0,1,0,0.008963020247159528,0,0
task_0104,family_18,template_18,1.0,1.0,12,B-COLD,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,B-INSTRUCTION,1,0,0,1,6070,6070,6052,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,B-RAG-EMBED,1,0,0,1,6250,6250,6250,500.0,500.0,500.0,25,12270,150,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,B-TERX-REPLAY,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0104,family_18,template_18,1.0,1.0,12,NC1-SHUFFLED,1,0,1,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.4,2,0
task_0104,family_18,template_18,1.0,1.0,12,NC2-RANDOM,1,0,0,1,3350,3350,3260,258.3333333333333,258.3333333333333,258.3333333333333,15,6510,150,120,2,1,1,1,0.8,4,0
task_0104,family_18,template_18,1.0,1.0,12,B-LENGTH-PROPORTIONAL,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,P-SPIDER-PARAM,1,0,0,1,2750,2750,2660,200.0,200.0,200.0,17,5230,150,120,8,1,1,1,0.8543378182577921,4,0
task_0105,family_18,template_18,0.25,0.3333,12,B-COLD,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,B-INSTRUCTION,1,0,0,1,6070,6070,6052,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,B-RAG-EMBED,1,0,0,1,2650,2650,2650,200.0,200.0,200.0,17,5230,150,120,8,1,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,B-TERX-REPLAY,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0105,family_18,template_18,0.25,0.3333,12,NC1-SHUFFLED,1,0,1,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.4,2,0
task_0105,family_18,template_18,0.25,0.3333,12,NC2-RANDOM,0,1,0,0,4850,4850,4760,383.3333333333333,383.3333333333333,383.3333333333333,21,9510,150,120,2,1,0,1,0.8,4,1
task_0105,family_18,template_18,0.25,0.3333,12,B-LENGTH-PROPORTIONAL,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,P-SPIDER-PARAM,1,0,1,0,6350,6350,6260,500.0,500.0,500.0,25,12270,150,120,0,0,1,0,0.1415185754481968,0,0
task_0106,family_18,template_18,0.5,0.6667,12,B-COLD,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,B-INSTRUCTION,1,0,0,1,6070,6070,6052,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,B-RAG-EMBED,1,0,0,1,4450,4450,4450,350.0,350.0,350.0,21,8750,150,120,4,1,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,B-TERX-REPLAY,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0106,family_18,template_18,0.5,0.6667,12,NC1-SHUFFLED,0,1,1,0,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,0,0,0.4,2,1
task_0106,family_18,template_18,0.5,0.6667,12,NC2-RANDOM,0,1,0,0,4850,4850,4760,383.3333333333333,383.3333333333333,383.3333333333333,21,9510,150,120,2,1,0,1,0.8,4,1
task_0106,family_18,template_18,0.5,0.6667,12,B-LENGTH-PROPORTIONAL,1,0,0,1,6050,6050,6050,500.0,500.0,500.0,25,12120,0,120,0,0,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,P-SPIDER-PARAM,1,0,0,1,1000,1000,910,50.0,50.0,50.0,14,1830,150,120,13,1,1,0,0.9957796129924004,4,0
task_0107,family_19,template_19,0.0,0.0,13,B-COLD,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,B-INSTRUCTION,1,0,0,1,6570,6570,6552,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,B-RAG-EMBED,1,0,0,1,900,900,900,50.0,50.0,50.0,14,1830,150,120,13,1,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,B-STAGEHAND-CACHE,1,0,0,1,700,700,700,50.0,50.0,50.0,14,1680,0,120,13,1,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,B-TERX-REPLAY,1,0,0,1,700,700,700,50.0,50.0,50.0,14,1680,0,120,13,1,1,0,0.5,2,0
task_0107,family_19,template_19,0.0,0.0,13,NC1-SHUFFLED,0,1,1,0,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,0,0,0.4,2,1
task_0107,family_19,template_19,0.0,0.0,13,NC2-RANDOM,1,0,0,1,2750,2750,2660,192.30769230769232,192.30769230769232,192.30769230769232,19,5470,150,120,10,1,1,1,0.8,4,0
task_0107,family_19,template_19,0.0,0.0,13,B-LENGTH-PROPORTIONAL,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,P-SPIDER-PARAM,1,0,1,0,6850,6850,6760,500.0,500.0,500.0,27,13270,150,120,0,0,1,0,0.050647939592783055,0,0
task_0108,family_19,template_19,1.0,1.0,13,B-COLD,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,B-INSTRUCTION,1,0,0,1,6570,6570,6552,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,B-RAG-EMBED,1,0,0,1,6750,6750,6750,500.0,500.0,500.0,27,13270,150,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0108,family_19,template_19,1.0,1.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.4,2,0
task_0108,family_19,template_19,1.0,1.0,13,NC2-RANDOM,1,0,0,1,6350,6350,6260,469.2307692307692,469.2307692307692,469.2307692307692,27,12510,150,120,2,1,1,1,0.8,4,0
task_0108,family_19,template_19,1.0,1.0,13,B-LENGTH-PROPORTIONAL,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,P-SPIDER-PARAM,1,0,0,1,1000,1000,910,50.0,50.0,50.0,14,1830,150,120,13,1,1,0,0.9787277209672192,4,0
task_0109,family_19,template_19,0.25,0.0,13,B-COLD,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,B-INSTRUCTION,1,0,0,1,6570,6570,6552,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,B-RAG-EMBED,1,0,0,1,900,900,900,50.0,50.0,50.0,14,1830,150,120,13,1,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0109,family_19,template_19,0.25,0.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.4,2,0
task_0109,family_19,template_19,0.25,0.0,13,NC2-RANDOM,1,0,0,1,5850,5850,5760,430.7692307692308,430.7692307692308,430.7692307692308,25,11510,150,120,2,1,1,1,0.8,4,0
task_0109,family_19,template_19,0.25,0.0,13,B-LENGTH-PROPORTIONAL,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,P-SPIDER-PARAM,1,0,1,0,6850,6850,6760,500.0,500.0,500.0,27,13270,150,120,0,0,1,0,0.0,0,0
task_0110,family_19,template_19,0.5,1.0,13,B-COLD,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,B-INSTRUCTION,1,0,0,1,6570,6570,6552,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,B-RAG-EMBED,1,0,0,1,6750,6750,6750,500.0,500.0,500.0,27,13270,150,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0110,family_19,template_19,0.5,1.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.4,2,0
task_0110,family_19,template_19,0.5,1.0,13,NC2-RANDOM,0,1,0,0,4550,4550,4460,330.7692307692308,330.7692307692308,330.7692307692308,23,8990,150,120,6,1,0,1,0.8,4,1
task_0110,family_19,template_19,0.5,1.0,13,B-LENGTH-PROPORTIONAL,1,0,0,1,6550,6550,6550,500.0,500.0,500.0,27,13120,0,120,0,0,1,0,0.5,2,0
task_0111,family_19,template_19,0.75,1.0,13,P-SPIDER-PARAM,1,0,1,0,6850,6850,6760,500.0,500.0,500.0,27,13270,150,120,0,0,1,0,0.0,0,0
