task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,per_hit,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound,probeHit,auditorBlocked,curatedFlag
task_0093,family_16,template_16,0.25,0.5,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0093,family_16,template_16,0.25,0.5,10,B-TERX-REPLAY,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0093,family_16,template_16,0.25,0.5,10,NC1-SHUFFLED,1,0,1,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0093,family_16,template_16,0.25,0.5,10,NC2-RANDOM,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0093,family_16,template_16,0.25,0.5,10,NC3-LENGTH,1,0,0,1,5050,5050,500,21,10120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0093,family_16,template_16,0.25,0.5,10,NC4-ABLATION,1,0,0,1,5550,5550,550.0,21,1320,0,120,10,1,1,0,0.8,4,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,P-SPIDER-MEA,1,0,0,1,470,470,16.0,3,380,0,120,1,1,1,0,0.9,4,0,True,False,1
task_0094,family_16,template_16,0.5,0.5,10,B-COLD,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,B-RAG-EMBED,1,0,0,1,3000,3000,275.0,17,5870,150,120,5,1,1,0,0.5,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,B-TERX-REPLAY,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,NC1-SHUFFLED,1,0,1,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,NC2-RANDOM,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,NC3-LENGTH,1,0,0,1,5050,5050,500,21,10120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0094,family_16,template_16,0.5,0.5,10,NC4-ABLATION,0,1,0,0,5550,5550,550.0,21,1320,0,120,10,1,0,0,0.8,4,1,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,P-SPIDER-MEA,1,0,0,1,470,470,16.0,3,380,0,120,1,1,1,0,0.88,4,0,True,False,1
task_0095,family_16,template_16,0.75,1.0,10,B-COLD,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,500.0,22,10270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,NC2-RANDOM,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,NC3-LENGTH,1,0,0,1,5050,5050,500,21,10120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0095,family_16,template_16,0.75,1.0,10,NC4-ABLATION,0,1,0,0,5550,5550,550.0,21,1320,0,120,10,1,0,0,0.8,4,1,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,P-SPIDER-MEA,1,0,0,1,470,470,16.0,3,380,0,120,1,1,1,0,0.96,4,0,True,False,1
task_0096,family_16,template_16,1.0,1.0,10,B-COLD,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,500.0,22,10270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,480.0,21,10120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,NC2-RANDOM,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,NC3-LENGTH,1,0,0,1,5050,5050,500,21,10120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0096,family_16,template_16,1.0,1.0,10,NC4-ABLATION,0,1,0,0,5550,5550,550.0,21,1320,0,120,10,1,0,0,0.8,4,1,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,P-SPIDER-MEA,1,0,0,1,470,470,14.545454545454545,3,380,0,120,1,1,1,0,0.95,4,0,True,False,1
task_0097,family_17,template_17,0.0,0.0,11,B-COLD,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,B-RAG-EMBED,1,0,0,1,800,800,50.0,13,1590,150,120,11,1,1,0,0.5,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,B-STAGEHAND-CACHE,1,0,0,1,600,600,31.818181818181817,12,1440,150,120,11,1,1,0,0.5,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,B-TERX-REPLAY,1,0,0,1,600,600,31.818181818181817,12,1440,150,120,11,1,1,0,0.5,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,NC1-SHUFFLED,1,0,1,1,5550,5550,500.0,23,11120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,NC2-RANDOM,1,0,0,1,5550,5550,500.0,23,11120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,NC3-LENGTH,1,0,0,1,5550,5550,500,23,11120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0097,family_17,template_17,0.0,0.0,11,NC4-ABLATION,0,1,0,0,6100,6100,550.0,23,1440,0,120,11,1,0,0,0.8,4,1,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,P-SPIDER-MEA,1,0,0,1,470,470,14.545454545454545,3,380,0,120,1,1,1,0,0.86,4,0,True,False,1
task_0098,family_17,template_17,0.5,0.5,11,B-COLD,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,B-RAG-EMBED,1,0,0,1,3500,3500,295.45454545454544,19,6870,150,120,5,1,1,0,0.5,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,B-TERX-REPLAY,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,NC1-SHUFFLED,1,0,1,1,5550,5550,500.0,23,11120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,NC2-RANDOM,1,0,0,1,5550,5550,500.0,23,11120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,NC3-LENGTH,1,0,0,1,5550,5550,500,23,11120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0098,family_17,template_17,0.5,0.5,11,NC4-ABLATION,1,0,0,1,6100,6100,550.0,23,1440,0,120,11,1,1,0,0.8,4,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,P-SPIDER-MEA,1,0,0,1,470,470,14.545454545454545,3,380,0,120,1,1,1,0,0.95,4,0,True,False,1
task_0099,family_17,template_17,0.75,1.0,11,B-COLD,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,B-RAG-EMBED,1,0,0,1,5750,5750,500.0,24,11270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,B-TERX-REPLAY,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,NC1-SHUFFLED,0,1,1,0,5550,5550,500.0,23,11120,0,120,0,0,0,0,0.4,2,1,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,NC2-RANDOM,0,1,0,0,5550,5550,500.0,23,11120,0,120,0,0,0,1,0.8,4,1,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,NC3-LENGTH,1,0,0,1,5550,5550,500,23,11120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0099,family_17,template_17,0.75,1.0,11,NC4-ABLATION,0,1,0,0,6100,6100,550.0,23,1440,0,120,11,1,0,0,0.8,4,1,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,P-SPIDER-MEA,1,0,0,1,470,470,14.545454545454545,3,380,0,120,1,1,1,0,0.96,4,0,True,False,1
task_0100,family_17,template_17,1.0,1.0,11,B-COLD,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,B-RAG-EMBED,1,0,0,1,5750,5750,500.0,24,11270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,B-TERX-REPLAY,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,NC1-SHUFFLED,0,1,1,0,5550,5550,500.0,23,11120,0,120,0,0,0,0,0.4,2,1,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,NC2-RANDOM,0,1,0,0,5550,5550,500.0,23,11120,0,120,0,0,0,1,0.8,4,1,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,NC3-LENGTH,1,0,0,1,5550,5550,500,23,11120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0100,family_17,template_17,1.0,1.0,11,NC4-ABLATION,0,1,0,0,6100,6100,550.0,23,1440,0,120,11,1,0,0,0.8,4,1,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,P-SPIDER-MEA,1,0,0,1,470,470,14.545454545454545,3,380,0,120,1,1,1,0,0.87,4,0,True,False,1
task_0101,family_17,template_17,0.25,0.5,11,B-COLD,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,B-RAG-EMBED,1,0,0,1,3500,3500,295.45454545454544,19,6870,150,120,5,1,1,0,0.5,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,B-STAGEHAND-CACHE,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,B-TERX-REPLAY,1,0,0,1,5550,5550,481.8181818181818,23,11120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,NC1-SHUFFLED,1,0,1,1,5550,5550,500.0,23,11120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,NC2-RANDOM,1,0,0,1,5550,5550,500.0,23,11120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,NC3-LENGTH,1,0,0,1,5550,5550,500,23,11120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0101,family_17,template_17,0.25,0.5,11,NC4-ABLATION,1,0,0,1,6100,6100,550.0,23,1440,0,120,11,1,1,0,0.8,4,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,P-SPIDER-MEA,1,0,0,1,470,470,13.333333333333334,3,380,0,120,1,1,1,0,0.88,4,0,True,False,1
task_0102,family_18,template_18,0.0,0.0,12,B-COLD,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,B-RAG-EMBED,1,0,0,1,850,850,50.0,14,1710,150,120,12,1,1,0,0.5,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,B-STAGEHAND-CACHE,1,0,0,1,650,650,33.333333333333336,13,1560,150,120,12,1,1,0,0.5,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,B-TERX-REPLAY,1,0,0,1,650,650,33.333333333333336,13,1560,150,120,12,1,1,0,0.5,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,NC1-SHUFFLED,1,0,1,1,6050,6050,500.0,25,12120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,NC2-RANDOM,1,0,0,1,6050,6050,500.0,25,12120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,NC3-LENGTH,1,0,0,1,6050,6050,500,25,12120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0102,family_18,template_18,0.0,0.0,12,NC4-ABLATION,1,0,0,1,6650,6650,550.0,25,1560,0,120,12,1,1,0,0.8,4,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,P-SPIDER-MEA,1,0,0,1,470,470,13.333333333333334,3,380,0,120,1,1,1,0,0.86,4,0,True,False,1
task_0103,family_18,template_18,0.75,0.6667,12,B-COLD,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,B-RAG-EMBED,1,0,0,1,4450,4450,350.0,22,8750,150,120,4,1,1,0,0.5,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,B-TERX-REPLAY,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,NC1-SHUFFLED,1,0,1,1,6050,6050,500.0,25,12120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,NC2-RANDOM,1,0,0,1,6050,6050,500.0,25,12120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,NC3-LENGTH,1,0,0,1,6050,6050,500,25,12120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0103,family_18,template_18,0.75,0.6667,12,NC4-ABLATION,0,1,0,0,6650,6650,550.0,25,1560,0,120,12,1,0,0,0.8,4,1,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,P-SPIDER-MEA,1,0,0,1,470,470,13.333333333333334,3,380,0,120,1,1,1,0,0.97,4,0,True,False,1
task_0104,family_18,template_18,1.0,1.0,12,B-COLD,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,B-RAG-EMBED,1,0,0,1,6250,6250,500.0,26,12270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,B-TERX-REPLAY,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,NC1-SHUFFLED,0,1,1,0,6050,6050,500.0,25,12120,0,120,0,0,0,0,0.4,2,1,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,NC2-RANDOM,0,1,0,0,6050,6050,500.0,25,12120,0,120,0,0,0,1,0.8,4,1,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,NC3-LENGTH,1,0,0,1,6050,6050,500,25,12120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0104,family_18,template_18,1.0,1.0,12,NC4-ABLATION,1,0,0,1,6650,6650,550.0,25,1560,0,120,12,1,1,0,0.8,4,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,P-SPIDER-MEA,1,0,0,1,470,470,13.333333333333334,3,380,0,120,1,1,1,0,0.94,4,0,True,False,1
task_0105,family_18,template_18,0.25,0.3333,12,B-COLD,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,B-RAG-EMBED,1,0,0,1,2650,2650,200.0,18,5230,150,120,8,1,1,0,0.5,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,B-TERX-REPLAY,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,NC1-SHUFFLED,1,0,1,1,6050,6050,500.0,25,12120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,NC2-RANDOM,1,0,0,1,6050,6050,500.0,25,12120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,NC3-LENGTH,1,0,0,1,6050,6050,500,25,12120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0105,family_18,template_18,0.25,0.3333,12,NC4-ABLATION,1,0,0,1,6650,6650,550.0,25,1560,0,120,12,1,1,0,0.8,4,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,P-SPIDER-MEA,1,0,0,1,470,470,13.333333333333334,3,380,0,120,1,1,1,0,0.9,4,0,True,False,1
task_0106,family_18,template_18,0.5,0.6667,12,B-COLD,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,B-RAG-EMBED,1,0,0,1,4450,4450,350.0,22,8750,150,120,4,1,1,0,0.5,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,B-STAGEHAND-CACHE,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,B-TERX-REPLAY,1,0,0,1,6050,6050,483.3333333333333,25,12120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,NC1-SHUFFLED,1,0,1,1,6050,6050,500.0,25,12120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,NC2-RANDOM,1,0,0,1,6050,6050,500.0,25,12120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,NC3-LENGTH,1,0,0,1,6050,6050,500,25,12120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0106,family_18,template_18,0.5,0.6667,12,NC4-ABLATION,1,0,0,1,6650,6650,550.0,25,1560,0,120,12,1,1,0,0.8,4,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,P-SPIDER-MEA,1,0,0,1,470,470,12.307692307692308,3,380,0,120,1,1,1,0,0.97,4,0,True,False,1
task_0107,family_19,template_19,0.0,0.0,13,B-COLD,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,B-RAG-EMBED,1,0,0,1,900,900,50.0,15,1830,150,120,13,1,1,0,0.5,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,B-STAGEHAND-CACHE,1,0,0,1,700,700,34.61538461538461,14,1680,150,120,13,1,1,0,0.5,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,B-TERX-REPLAY,1,0,0,1,700,700,34.61538461538461,14,1680,150,120,13,1,1,0,0.5,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,NC3-LENGTH,1,0,0,1,6550,6550,500,27,13120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0107,family_19,template_19,0.0,0.0,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.8,4,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,P-SPIDER-MEA,1,0,0,1,470,470,12.307692307692308,3,380,0,120,1,1,1,0,0.94,4,0,True,False,1
task_0108,family_19,template_19,1.0,1.0,13,B-COLD,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,B-RAG-EMBED,1,0,0,1,6750,6750,500.0,28,13270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,NC3-LENGTH,1,0,0,1,6550,6550,500,27,13120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0108,family_19,template_19,1.0,1.0,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.8,4,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,P-SPIDER-MEA,1,0,0,1,470,470,12.307692307692308,3,380,0,120,1,1,1,0,0.89,4,0,True,False,1
task_0109,family_19,template_19,0.25,0.0,13,B-COLD,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,B-RAG-EMBED,1,0,0,1,900,900,50.0,15,1830,150,120,13,1,1,0,0.5,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,NC3-LENGTH,1,0,0,1,6550,6550,500,27,13120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0109,family_19,template_19,0.25,0.0,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.8,4,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,P-SPIDER-MEA,1,0,0,1,470,470,12.307692307692308,3,380,0,120,1,1,1,0,0.92,4,0,True,False,1
task_0110,family_19,template_19,0.5,1.0,13,B-COLD,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,B-RAG-EMBED,1,0,0,1,6750,6750,500.0,28,13270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.4,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,1,0.8,4,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,NC3-LENGTH,1,0,0,1,6550,6550,500,27,13120,0,120,0,0,1,0,0.5,2,0,False,False,0
task_0110,family_19,template_19,0.5,1.0,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.8,4,0,False,False,0
task_0111,family_19,template_19,0.75,1.0,13,P-SPIDER-MEA,1,0,0,1,470,470,12.307692307692308,3,380,0,120,1,1,1,0,0.94,4,0,True,False,1
task_0111,family_19,template_19,0.75,1.0,13,B-COLD,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0111,family_19,template_19,0.75,1.0,13,B-RAG-EMBED,1,0,0,1,6750,6750,500.0,28,13270,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0111,family_19,template_19,0.75,1.0,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0111,family_19,template_19,0.75,1.0,13,B-TERX-REPLAY,1,0,0,1,6550,6550,484.61538461538464,27,13120,150,120,0,0,1,0,0.5,2,0,False,False,0
task_0111,family_19,template_19,0.75,1.0,13,NC1-SHUFFLED,1,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.4,2,0,False,False,0
