task_id,novelty_fraction,system,success,false_accept,tokens,browser_calls,latency_ms,reused_steps,unknown,hit
task_0.25_07,0.25,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.25_07,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_08,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_08,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_09,0.25,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.25_09,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_10,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_10,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_11,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_11,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_12,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_12,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_13,0.25,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.25_13,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_14,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_14,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_15,0.25,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.25_15,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_16,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_16,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_17,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_17,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_18,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_18,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_19,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_19,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_00,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_00,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_01,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_01,0.5,NC2-RANDOM,0,1,5750,46,63570.0,0,0,0
task_0.50_02,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_02,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_03,0.5,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.50_03,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_04,0.5,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.50_04,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.50_05,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_05,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.50_06,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_06,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.50_07,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_07,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_08,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_08,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_09,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_09,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_10,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_10,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_11,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_11,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.50_12,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_12,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_13,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_13,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_14,0.5,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.50_14,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_15,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_15,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.50_16,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_16,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_17,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_17,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_18,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_18,0.5,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.50_19,0.5,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.50_19,0.5,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_00,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_00,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_01,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_01,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_02,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_02,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_03,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_03,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_04,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_04,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_05,0.75,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.75_05,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_06,0.75,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.75_06,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_07,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_07,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_08,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_08,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_09,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_09,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_10,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_10,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_11,0.75,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.75_11,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_12,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_12,0.75,NC2-RANDOM,0,1,5750,46,63570.0,0,0,0
task_0.75_13,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_13,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_14,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_14,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_15,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_15,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_16,0.75,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.75_16,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_17,0.75,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.75_17,0.75,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.75_18,0.75,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.75_18,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.75_19,0.75,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.75_19,0.75,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_00,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_00,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_01,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_01,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_02,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_02,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_03,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_03,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_04,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_04,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_05,1.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_1.00_05,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_06,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_06,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_07,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_07,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_08,1.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_1.00_08,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_09,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_09,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_10,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_10,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_11,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_11,1.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_1.00_12,1.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_1.00_12,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_13,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_13,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_14,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_14,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_15,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_15,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_16,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_16,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_17,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_17,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_1.00_18,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_18,1.0,NC2-RANDOM,0,1,5750,46,63570.0,0,0,0
task_1.00_19,1.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_1.00_19,1.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
